0,1,0,1,0,0,0,0,0,0,167424.104304,0,410
0,1,0,1,0,0,0,0,0,1,0,0,410
0,1,0,1,0,0,0,0,1,0,166090.047696,0,410
0,1,0,1,0,0,0,0,1,1,0,0,410
0,1,0,1,0,0,0,1,0,0,0,0,410
0,1,0,1,0,0,0,1,0,1,0,0,410
0,1,0,1,0,0,0,1,1,0,0,0,410
0,1,0,1,0,0,0,1,1,1,0,0,410
0,1,0,1,0,0,1,0,0,0,0,0,410
0,1,0,1,0,0,1,0,0,1,0,0,410
0,1,0,1,0,0,1,0,1,0,0,0,410
0,1,0,1,0,0,1,0,1,1,0,0,410
0,1,0,1,0,0,1,1,0,0,0,0,410
0,1,0,1,0,0,1,1,0,1,0,0,410
0,1,0,1,0,0,1,1,1,0,0,0,410
0,1,0,1,0,0,1,1,1,1,0,0,410
0,1,0,1,0,1,0,0,0,0,0,0,410
0,1,0,1,0,1,0,0,0,1,0,0,410
0,1,0,1,0,1,0,0,1,0,0,0,410
0,1,0,1,0,1,0,0,1,1,0,0,410
0,1,0,1,0,1,0,1,0,0,0,0,410
0,1,0,1,0,1,0,1,0,1,0,0,410
0,1,0,1,0,1,0,1,1,0,0,0,410
0,1,0,1,0,1,0,1,1,1,0,0,410
0,1,0,1,0,1,1,0,0,0,0,0,410
0,1,0,1,0,1,1,0,0,1,0,0,410
0,1,0,1,0,1,1,0,1,0,0,0,410
0,1,0,1,0,1,1,0,1,1,0,0,410
0,1,0,1,0,1,1,1,0,0,0,0,410
0,1,0,1,0,1,1,1,0,1,0,0,410
0,1,0,1,0,1,1,1,1,0,0,0,410
0,1,0,1,0,1,1,1,1,1,0,0,410
0,1,0,1,0,2,0,0,0,0,0,0,410
0,1,0,1,0,2,0,0,0,1,0,0,410
0,1,0,1,0,2,0,0,1,0,0,0,410
0,1,0,1,0,2,0,0,1,1,0,0,410
0,1,0,1,0,2,0,1,0,0,0,0,410
0,1,0,1,0,2,0,1,0,1,0,0,410
0,1,0,1,0,2,0,1,1,0,0,0,410
0,1,0,1,0,2,0,1,1,1,0,0,410
0,1,0,1,0,2,1,0,0,0,0,0,410
0,1,0,1,0,2,1,0,0,1,0,0,410
0,1,0,1,0,2,1,0,1,0,0,0,410
0,1,0,1,0,2,1,0,1,1,0,0,410
0,1,0,1,0,2,1,1,0,0,0,0,410
0,1,0,1,0,2,1,1,0,1,0,0,410
0,1,0,1,0,2,1,1,1,0,0,0,410
0,1,0,1,0,2,1,1,1,1,0,0,410
0,1,0,1,0,3,0,0,0,0,0,0,410
0,1,0,1,0,3,0,0,0,1,0,0,410
0,1,0,1,0,3,0,0,1,0,0,0,410
0,1,0,1,0,3,0,0,1,1,0,0,410
0,1,0,1,0,3,0,1,0,0,0,0,410
0,1,0,1,0,3,0,1,0,1,0,0,410
0,1,0,1,0,3,0,1,1,0,0,0,410
0,1,0,1,0,3,0,1,1,1,0,0,410
0,1,0,1,0,3,1,0,0,0,0,0,410
0,1,0,1,0,3,1,0,0,1,0,0,410
0,1,0,1,0,3,1,0,1,0,0,0,410
0,1,0,1,0,3,1,0,1,1,0,0,410
0,1,0,1,0,3,1,1,0,0,0,0,410
0,1,0,1,0,3,1,1,0,1,0,0,410
0,1,0,1,0,3,1,1,1,0,0,0,410
0,1,0,1,0,3,1,1,1,1,0,0,410
0,1,0,1,0,4,0,0,0,0,0,0,410
0,1,0,1,0,4,0,0,0,1,0,0,410
0,1,0,1,0,4,0,0,1,0,0,0,410
0,1,0,1,0,4,0,0,1,1,0,0,410
0,1,0,1,0,4,0,1,0,0,0,0,410
0,1,0,1,0,4,0,1,0,1,0,0,410
0,1,0,1,0,4,0,1,1,0,0,0,410
0,1,0,1,0,4,0,1,1,1,0,0,410
0,1,0,1,0,4,1,0,0,0,0,0,410
0,1,0,1,0,4,1,0,0,1,0,0,410
0,1,0,1,0,4,1,0,1,0,0,0,410
0,1,0,1,0,4,1,0,1,1,0,0,410
0,1,0,1,0,4,1,1,0,0,0,0,410
0,1,0,1,0,4,1,1,0,1,0,0,410
0,1,0,1,0,4,1,1,1,0,0,0,410
0,1,0,1,0,4,1,1,1,1,0,0,410
0,1,0,1,0,5,0,0,0,0,0,0,410
0,1,0,1,0,5,0,0,0,1,0,0,410
0,1,0,1,0,5,0,0,1,0,0,0,410
0,1,0,1,0,5,0,0,1,1,0,0,410
0,1,0,1,0,5,0,1,0,0,0,0,410
0,1,0,1,0,5,0,1,0,1,0,0,410
0,1,0,1,0,5,0,1,1,0,0,0,410
0,1,0,1,0,5,0,1,1,1,0,0,410
0,1,0,1,0,5,1,0,0,0,0,0,410
0,1,0,1,0,5,1,0,0,1,0,0,410
0,1,0,1,0,5,1,0,1,0,0,0,410
0,1,0,1,0,5,1,0,1,1,0,0,410
0,1,0,1,0,5,1,1,0,0,0,0,410
0,1,0,1,0,5,1,1,0,1,0,0,410
